x,y,ndvi
16.889,51.17955,0.545
16.891,51.17955,0.571
16.893,51.17955,0.492
16.895,51.17955,0.53
16.897,51.17955,0.499
16.899,51.17955,0.504
16.901,51.17955,0.461
16.903,51.17955,0.471
16.905,51.17955,0.418
16.907,51.17955,0.45
16.909,51.17955,0.422
16.911,51.17955,0.427
16.913,51.17955,0.405
16.915,51.17955,0.416
16.917,51.17955,0.431
16.919,51.17955,0.444
16.921,51.17955,0.413
16.923,51.17955,0.438
16.925,51.17955,0.442
16.927,51.17955,0.464
16.929,51.17955,0.47
16.931,51.17955,0.439
16.933,51.17955,0.527
16.935,51.17955,0.512
16.937,51.17955,0.521
16.939,51.17955,0.568
16.941,51.17955,0.54
16.943,51.17955,0.549
16.945,51.17955,0.518
16.947,51.17955,0.559
16.949,51.17955,0.589
16.951,51.17955,0.588
16.953,51.17955,0.586
16.955,51.17955,0.56
16.957,51.17955,0.58
16.959,51.17955,0.586
16.961,51.17955,0.555
16.963,51.17955,0.569
16.965,51.17955,0.578
16.967,51.17955,0.519
16.969,51.17955,0.533
16.971,51.17955,0.559
16.973,51.17955,0.504
16.975,51.17955,0.499
16.977,51.17955,0.548
16.979,51.17955,0.517
16.981,51.17955,0.495
16.983,51.17955,0.469
16.985,51.17955,0.5
16.987,51.17955,0.505
16.989,51.17955,0.539
16.991,51.17955,0.457
16.993,51.17955,0.505
16.995,51.17955,0.499
16.997,51.17955,0.501
16.999,51.17955,0.521
17.001,51.17955,0.509
17.003,51.17955,0.556
17.005,51.17955,0.539
17.007,51.17955,0.575
17.009,51.17955,0.536
17.011,51.17955,0.551
17.013,51.17955,0.555
17.015,51.17955,0.572
17.017,51.17955,0.568
17.019,51.17955,0.551
17.021,51.17955,0.574
17.023,51.17955,0.589
17.025,51.17955,0.579
17.027,51.17955,0.592
17.029,51.17955,0.606
17.031,51.17955,0.572
17.033,51.17955,0.62
17.035,51.17955,0.586
17.037,51.17955,0.623
17.039,51.17955,0.578
17.041,51.17955,0.551
17.043,51.17955,0.562
17.045,51.17955,0.574
17.047,51.17955,0.541
17.049,51.17955,0.504
17.051,51.17955,0.46
17.053,51.17955,0.511
17.055,51.17955,0.44
17.057,51.17955,0.439
17.059,51.17955,0.459
17.061,51.17955,0.44
17.063,51.17955,0.449
17.065,51.17955,0.444
17.067,51.17955,0.44
17.069,51.17955,0.421
17.071,51.17955,0.492
17.073,51.17955,0.487
17.075,51.17955,0.539
17.077,51.17955,0.527
17.079,51.17955,0.559
17.081,51.17955,0.54
17.083,51.17955,0.574
17.085,51.17955,0.597
17.087,51.17955,0.567
17.089,51.17955,0.544
17.091,51.17955,0.563
17.093,51.17955,0.549
17.095,51.17955,0.569
17.097,51.17955,0.534
17.099,51.17955,0.574
17.101,51.17955,0.532
17.103,51.17955,0.515
17.105,51.17955,0.544
17.107,51.17955,0.545
17.109,51.17955,0.57
17.111,51.17955,0.561
17.113,51.17955,0.569
17.115,51.17955,0.552
17.117,51.17955,0.571
17.119,51.17955,0.537
17.121,51.17955,0.547
17.123,51.17955,0.575
17.125,51.17955,0.582
17.127,51.17955,0.518
17.129,51.17955,0.514
17.131,51.17955,0.493
17.133,51.17955,0.477
17.135,51.17955,0.509
17.137,51.17955,0.455
17.139,51.17955,0.448
17.141,51.17955,0.48
17.143,51.17955,0.447
17.145,51.17955,0.489
17.147,51.17955,0.005
17.149,51.17955,0.038
17.151,51.17955,0.044
17.153,51.17955,0.004
17.155,51.17955,0.06
17.157,51.17955,0.054
17.159,51.17955,0.05
17.161,51.17955,0.029
17.163,51.17955,0.001
17.165,51.17955,0.048
17.167,51.17955,0.016
17.169,51.17955,0.511
17.171,51.17955,0.476
17.173,51.17955,0.522
17.175,51.17955,0.5
17.177,51.17955,0.519
17.179,51.17955,0.468
17.181,51.17955,0.514
17.183,51.17955,0.52
17.185,51.17955,0.503
17.187,51.17955,0.493
17.189,51.17955,0.525
17.191,51.17955,0.49
17.193,51.17955,0.543
17.195,51.17955,0.559
17.197,51.17955,0.547
17.199,51.17955,0.53
17.201,51.17955,0.539
17.203,51.17955,0.553
17.205,51.17955,0.56
17.207,51.17955,0.56
17.209,51.17955,0.532
17.211,51.17955,0.556
17.213,51.17955,0.524
17.215,51.17955,0.52
17.217,51.17955,0.555
17.219,51.17955,0.544
17.221,51.17955,0.565
17.223,51.17955,0.526
17.225,51.17955,0.494
17.227,51.17955,0.554
17.229,51.17955,0.541
17.231,51.17955,0.546
17.233,51.17955,0.573
17.235,51.17955,0.558
17.237,51.17955,0.553
17.239,51.17955,0.55
17.241,51.17955,0.565
17.243,51.17955,0.524
17.245,51.17955,0.503
17.247,51.17955,0.54
17.249,51.17955,0.552
16.851,51.17825,0.541
16.853,51.17825,0.495
16.855,51.17825,0.529
16.857,51.17825,0.527
16.859,51.17825,0.552
16.861,51.17825,0.53
16.863,51.17825,0.558
16.865,51.17825,0.567
16.867,51.17825,0.554
16.869,51.17825,0.581
16.871,51.17825,0.583
16.873,51.17825,0.613
16.875,51.17825,0.579
16.877,51.17825,0.574
16.879,51.17825,0.58
16.881,51.17825,0.577
16.883,51.17825,0.569
16.885,51.17825,0.586
16.887,51.17825,0.531
16.889,51.17825,0.543
16.891,51.17825,0.542
16.893,51.17825,0.541
16.895,51.17825,0.482
16.897,51.17825,0.52
16.899,51.17825,0.49
16.901,51.17825,0.479
16.903,51.17825,0.424
16.905,51.17825,0.46
16.907,51.17825,0.44
16.909,51.17825,0.426
16.911,51.17825,0.441
16.913,51.17825,0.414
16.915,51.17825,0.396
16.917,51.17825,0.44
16.919,51.17825,0.404
16.921,51.17825,0.448
16.923,51.17825,0.416
16.925,51.17825,0.434
16.927,51.17825,0.465
16.929,51.17825,0.454
16.931,51.17825,0.473
16.933,51.17825,0.512
16.935,51.17825,0.529
16.937,51.17825,0.515
16.939,51.17825,0.522
16.941,51.17825,0.553
16.943,51.17825,0.56
16.945,51.17825,0.587
16.947,51.17825,0.539
16.949,51.17825,0.553
16.951,51.17825,0.582
16.953,51.17825,0.572
16.955,51.17825,0.553
16.957,51.17825,0.588
16.959,51.17825,0.592
16.961,51.17825,0.602
16.963,51.17825,0.563
16.965,51.17825,0.566
16.967,51.17825,0.504
16.969,51.17825,0.535
16.971,51.17825,0.563
16.973,51.17825,0.514
16.975,51.17825,0.542
16.977,51.17825,0.521
16.979,51.17825,0.502
16.981,51.17825,0.473
16.983,51.17825,0.483
16.985,51.17825,0.497
16.987,51.17825,0.486
16.989,51.17825,0.473
16.991,51.17825,0.516
16.993,51.17825,0.499
16.995,51.17825,0.51
16.997,51.17825,0.51
16.999,51.17825,0.503
17.001,51.17825,0.511
17.003,51.17825,0.55
17.005,51.17825,0.527
17.007,51.17825,0.539
17.009,51.17825,0.561
17.011,51.17825,0.549
17.013,51.17825,0.547
17.015,51.17825,0.559
17.017,51.17825,0.545
17.019,51.17825,0.574
17.021,51.17825,0.583
17.023,51.17825,0.57
17.025,51.17825,0.528
17.027,51.17825,0.571
17.029,51.17825,0.592
17.031,51.17825,0.614
17.033,51.17825,0.579
17.035,51.17825,0.58
17.037,51.17825,0.644
17.039,51.17825,0.597
17.041,51.17825,0.583
17.043,51.17825,0.568
17.045,51.17825,0.533
17.047,51.17825,0.499
17.049,51.17825,0.535
17.051,51.17825,0.491
17.053,51.17825,0.465
17.055,51.17825,0.458
17.057,51.17825,0.405
17.059,51.17825,0.416
17.061,51.17825,0.426
17.063,51.17825,0.42
17.065,51.17825,0.438
17.067,51.17825,0.425
17.069,51.17825,0.41
17.071,51.17825,0.444
17.073,51.17825,0.5
17.075,51.17825,0.475
17.077,51.17825,0.537
17.079,51.17825,0.521
17.081,51.17825,0.527
17.083,51.17825,0.522
17.085,51.17825,0.521
17.087,51.17825,0.546
17.089,51.17825,0.553
17.091,51.17825,0.521
17.093,51.17825,0.52
17.095,51.17825,0.539
17.097,51.17825,0.525
17.099,51.17825,0.525
17.101,51.17825,0.531
17.103,51.17825,0.527
17.105,51.17825,0.523
17.107,51.17825,0.533
17.109,51.17825,0.573
17.111,51.17825,0.551
17.113,51.17825,0.575
17.115,51.17825,0.61
17.117,51.17825,0.529
17.119,51.17825,0.576
17.121,51.17825,0.592
17.123,51.17825,0.553
17.125,51.17825,0.517
17.127,51.17825,0.543
17.129,51.17825,0.516
17.131,51.17825,0.494
17.133,51.17825,0.488
17.135,51.17825,0.451
17.137,51.17825,0.453
17.139,51.17825,0.455
17.141,51.17825,0.479
17.143,51.17825,0.453
17.145,51.17825,0.02
17.147,51.17825,-0.02
17.149,51.17825,0.026
17.151,51.17825,-0.005
17.153,51.17825,0.015
17.155,51.17825,0.004
17.157,51.17825,0.022
17.159,51.17825,0.008
17.161,51.17825,0.028
17.163,51.17825,0.021
17.165,51.17825,0.014
17.167,51.17825,0.543
17.169,51.17825,0.517
17.171,51.17825,0.509
17.173,51.17825,0.479
17.175,51.17825,0.535
17.177,51.17825,0.525
17.179,51.17825,0.527
17.181,51.17825,0.519
17.183,51.17825,0.507
17.185,51.17825,0.517
17.187,51.17825,0.521
17.189,51.17825,0.502
17.191,51.17825,0.546
17.193,51.17825,0.545
17.195,51.17825,0.529
17.197,51.17825,0.544
17.199,51.17825,0.548
17.201,51.17825,0.568
17.203,51.17825,0.537
17.205,51.17825,0.556
17.207,51.17825,0.56
17.209,51.17825,0.557
17.211,51.17825,0.567
17.213,51.17825,0.555
17.215,51.17825,0.529
17.217,51.17825,0.606
17.219,51.17825,0.596
17.221,51.17825,0.577
17.223,51.17825,0.546
17.225,51.17825,0.52
17.227,51.17825,0.571
17.229,51.17825,0.582
17.231,51.17825,0.545
17.233,51.17825,0.514
17.235,51.17825,0.562
17.237,51.17825,0.563
17.239,51.17825,0.549
17.241,51.17825,0.578
17.243,51.17825,0.548
17.245,51.17825,0.555
17.247,51.17825,0.559
17.249,51.17825,0.55
16.851,51.17695,0.532
16.853,51.17695,0.535
16.855,51.17695,0.548
16.857,51.17695,0.562
16.859,51.17695,0.5
16.861,51.17695,0.565
16.863,51.17695,0.571
16.865,51.17695,0.566
16.867,51.17695,0.564
16.869,51.17695,0.575
16.871,51.17695,0.568
16.873,51.17695,0.622
16.875,51.17695,0.608
16.877,51.17695,0.57
16.879,51.17695,0.607
16.881,51.17695,0.637
16.883,51.17695,0.588
16.885,51.17695,0.535
16.887,51.17695,0.576
16.889,51.17695,0.556
16.891,51.17695,0.508
16.893,51.17695,0.547
16.895,51.17695,0.517
16.897,51.17695,0.473
16.899,51.17695,0.428
16.901,51.17695,0.489
16.903,51.17695,0.464
16.905,51.17695,0.485
16.907,51.17695,0.456
16.909,51.17695,0.37
16.911,51.17695,0.436
16.913,51.17695,0.424
16.915,51.17695,0.42
16.917,51.17695,0.428
16.919,51.17695,0.443
16.921,51.17695,0.462
16.923,51.17695,0.428
16.925,51.17695,0.464
16.927,51.17695,0.473
16.929,51.17695,0.489
16.931,51.17695,0.489
16.933,51.17695,0.534
16.935,51.17695,0.528
16.937,51.17695,0.541
16.939,51.17695,0.547
16.941,51.17695,0.57
16.943,51.17695,0.558
16.945,51.17695,0.611
16.947,51.17695,0.574
16.949,51.17695,0.589
16.951,51.17695,0.582
16.953,51.17695,0.584
16.955,51.17695,0.557
16.957,51.17695,0.55
16.959,51.17695,0.559
16.961,51.17695,0.554
16.963,51.17695,0.58
16.965,51.17695,0.546
16.967,51.17695,0.508
16.969,51.17695,0.53
16.971,51.17695,0.51
16.973,51.17695,0.493
16.975,51.17695,0.509
16.977,51.17695,0.513
16.979,51.17695,0.472
16.981,51.17695,0.486
16.983,51.17695,0.455
16.985,51.17695,0.476
16.987,51.17695,0.492
16.989,51.17695,0.495
16.991,51.17695,0.506
16.993,51.17695,0.502
16.995,51.17695,0.488
16.997,51.17695,0.483
16.999,51.17695,0.536
17.001,51.17695,0.499
17.003,51.17695,0.521
17.005,51.17695,0.505
17.007,51.17695,0.532
17.009,51.17695,0.534
17.011,51.17695,0.539
17.013,51.17695,0.563
17.015,51.17695,0.579
17.017,51.17695,0.547
17.019,51.17695,0.582
17.021,51.17695,0.538
17.023,51.17695,0.548
17.025,51.17695,0.542
17.027,51.17695,0.574
17.029,51.17695,0.576
17.031,51.17695,0.567
17.033,51.17695,0.594
17.035,51.17695,0.568
17.037,51.17695,0.549
17.039,51.17695,0.582
17.041,51.17695,0.564
17.043,51.17695,0.515
17.045,51.17695,0.526
17.047,51.17695,0.548
17.049,51.17695,0.486
17.051,51.17695,0.476
17.053,51.17695,0.451
17.055,51.17695,0.42
17.057,51.17695,0.402
17.059,51.17695,0.427
17.061,51.17695,0.413
17.063,51.17695,0.424
17.065,51.17695,0.452
17.067,51.17695,0.402
17.069,51.17695,0.44
17.071,51.17695,0.461
17.073,51.17695,0.519
17.075,51.17695,0.476
17.077,51.17695,0.504
17.079,51.17695,0.522
17.081,51.17695,0.532
17.083,51.17695,0.528
17.085,51.17695,0.544
17.087,51.17695,0.518
17.089,51.17695,0.576
17.091,51.17695,0.554
17.093,51.17695,0.517
17.095,51.17695,0.542
17.097,51.17695,0.524
17.099,51.17695,0.526
17.101,51.17695,0.521
17.103,51.17695,0.508
17.105,51.17695,0.556
17.107,51.17695,0.571
17.109,51.17695,0.544
17.111,51.17695,0.539
17.113,51.17695,0.555
17.115,51.17695,0.56
17.117,51.17695,0.568
17.119,51.17695,0.523
17.121,51.17695,0.533
17.123,51.17695,0.561
17.125,51.17695,0.537
17.127,51.17695,0.557
17.129,51.17695,0.479
17.131,51.17695,0.485
17.133,51.17695,0.512
17.135,51.17695,0.479
17.137,51.17695,0.498
17.139,51.17695,0.424
17.141,51.17695,0.009
17.143,51.17695,0.011
17.145,51.17695,0.047
17.147,51.17695,0.029
17.149,51.17695,0.023
17.151,51.17695,0.002
17.153,51.17695,0.074
17.155,51.17695,-0.001
17.157,51.17695,0.016
17.159,51.17695,0.054
17.161,51.17695,0.033
17.163,51.17695,0.464
17.165,51.17695,0.482
17.167,51.17695,0.489
17.169,51.17695,0.492
17.171,51.17695,0.485
17.173,51.17695,0.493
17.175,51.17695,0.486
17.177,51.17695,0.497
17.179,51.17695,0.512
17.181,51.17695,0.473
17.183,51.17695,0.523
17.185,51.17695,0.548
17.187,51.17695,0.574
17.189,51.17695,0.512
17.191,51.17695,0.484
17.193,51.17695,0.552
17.195,51.17695,0.541
17.197,51.17695,0.548
17.199,51.17695,0.559
17.201,51.17695,0.587
17.203,51.17695,0.564
17.205,51.17695,0.523
17.207,51.17695,0.585
17.209,51.17695,0.565
17.211,51.17695,0.589
17.213,51.17695,0.576
17.215,51.17695,0.58
17.217,51.17695,0.585
17.219,51.17695,0.585
17.221,51.17695,0.553
17.223,51.17695,0.583
17.225,51.17695,0.556
17.227,51.17695,0.568
17.229,51.17695,0.581
17.231,51.17695,0.531
17.233,51.17695,0.527
17.235,51.17695,0.57
17.237,51.17695,0.538
17.239,51.17695,0.561
17.241,51.17695,0.514
17.243,51.17695,0.564
17.245,51.17695,0.58
17.247,51.17695,0.567
17.249,51.17695,0.549
16.851,51.17565,0.535
16.853,51.17565,0.546
16.855,51.17565,0.534
16.857,51.17565,0.566
16.859,51.17565,0.553
16.861,51.17565,0.58
16.863,51.17565,0.593
16.865,51.17565,0.575
16.867,51.17565,0.594
16.869,51.17565,0.521
16.871,51.17565,0.566
16.873,51.17565,0.599
16.875,51.17565,0.591
16.877,51.17565,0.582
16.879,51.17565,0.591
16.881,51.17565,0.569
16.883,51.17565,0.552
16.885,51.17565,0.561
16.887,51.17565,0.571
16.889,51.17565,0.564
16.891,51.17565,0.536
16.893,51.17565,0.499
16.895,51.17565,0.483
16.897,51.17565,0.485
16.899,51.17565,0.493
16.901,51.17565,0.464
16.903,51.17565,0.514
16.905,51.17565,0.454
16.907,51.17565,0.42
16.909,51.17565,0.438
16.911,51.17565,0.432
16.913,51.17565,0.443
16.915,51.17565,0.383
16.917,51.17565,0.437
16.919,51.17565,0.425
16.921,51.17565,0.442
16.923,51.17565,0.434
16.925,51.17565,0.473
16.927,51.17565,0.441
16.929,51.17565,0.466
16.931,51.17565,0.532
16.933,51.17565,0.539
16.935,51.17565,0.508
16.937,51.17565,0.557
16.939,51.17565,0.537
16.941,51.17565,0.562
16.943,51.17565,0.546
16.945,51.17565,0.592
16.947,51.17565,0.565
16.949,51.17565,0.583
16.951,51.17565,0.584
16.953,51.17565,0.595
16.955,51.17565,0.578
16.957,51.17565,0.608
16.959,51.17565,0.623
16.961,51.17565,0.569
16.963,51.17565,0.551
16.965,51.17565,0.556
16.967,51.17565,0.555
16.969,51.17565,0.53
16.971,51.17565,0.501
16.973,51.17565,0.552
16.975,51.17565,0.493
16.977,51.17565,0.485
16.979,51.17565,0.451
16.981,51.17565,0.471
16.983,51.17565,0.445
16.985,51.17565,0.499
16.987,51.17565,0.522
16.989,51.17565,0.472
16.991,51.17565,0.509
16.993,51.17565,0.496
16.995,51.17565,0.512
16.997,51.17565,0.484
16.999,51.17565,0.52
17.001,51.17565,0.492
17.003,51.17565,0.502
17.005,51.17565,0.458
17.007,51.17565,0.552
17.009,51.17565,0.549
17.011,51.17565,0.542
17.013,51.17565,0.529
17.015,51.17565,0.518
17.017,51.17565,0.485
17.019,51.17565,0.51
17.021,51.17565,0.535
17.023,51.17565,0.567
17.025,51.17565,0.513
17.027,51.17565,0.55
17.029,51.17565,0.563
17.031,51.17565,0.588
17.033,51.17565,0.536
17.035,51.17565,0.569
17.037,51.17565,0.546
17.039,51.17565,0.564
17.041,51.17565,0.497
17.043,51.17565,0.509
17.045,51.17565,0.515
17.047,51.17565,0.5
17.049,51.17565,0.446
17.051,51.17565,0.427
17.053,51.17565,0.428
17.055,51.17565,0.416
17.057,51.17565,0.431
17.059,51.17565,0.372
17.061,51.17565,0.387
17.063,51.17565,0.391
17.065,51.17565,0.387
17.067,51.17565,0.427
17.069,51.17565,0.438
17.071,51.17565,0.43
17.073,51.17565,0.442
17.075,51.17565,0.483
17.077,51.17565,0.503
17.079,51.17565,0.492
17.081,51.17565,0.472
17.083,51.17565,0.512
17.085,51.17565,0.539
17.087,51.17565,0.503
17.089,51.17565,0.497
17.091,51.17565,0.496
17.093,51.17565,0.512
17.095,51.17565,0.518
17.097,51.17565,0.538
17.099,51.17565,0.516
17.101,51.17565,0.488
17.103,51.17565,0.536
17.105,51.17565,0.504
17.107,51.17565,0.543
17.109,51.17565,0.545
17.111,51.17565,0.535
17.113,51.17565,0.552
17.115,51.17565,0.574
17.117,51.17565,0.602
17.119,51.17565,0.544
17.121,51.17565,0.583
17.123,51.17565,0.545
17.125,51.17565,0.573
17.127,51.17565,0.506
17.129,51.17565,0.497
17.131,51.17565,0.499
17.133,51.17565,0.502
17.135,51.17565,0.506
17.137,51.17565,0.461
17.139,51.17565,0.063
17.141,51.17565,0.018
17.143,51.17565,0.04
17.145,51.17565,0.007
17.147,51.17565,0.042
17.149,51.17565,0.035
17.151,51.17565,0.004
17.153,51.17565,0.059
17.155,51.17565,-0.019
17.157,51.17565,0.057
17.159,51.17565,-0.012
17.161,51.17565,0.525
17.163,51.17565,0.505
17.165,51.17565,0.493
17.167,51.17565,0.507
17.169,51.17565,0.496
17.171,51.17565,0.505
17.173,51.17565,0.486
17.175,51.17565,0.506
17.177,51.17565,0.529
17.179,51.17565,0.477
17.181,51.17565,0.471
17.183,51.17565,0.564
17.185,51.17565,0.531
17.187,51.17565,0.52
17.189,51.17565,0.526
17.191,51.17565,0.522
17.193,51.17565,0.562
17.195,51.17565,0.516
17.197,51.17565,0.553
17.199,51.17565,0.601
17.201,51.17565,0.573
17.203,51.17565,0.584
17.205,51.17565,0.544
17.207,51.17565,0.612
17.209,51.17565,0.602
17.211,51.17565,0.564
17.213,51.17565,0.62
17.215,51.17565,0.549
17.217,51.17565,0.559
17.219,51.17565,0.606
17.221,51.17565,0.572
17.223,51.17565,0.57
17.225,51.17565,0.619
17.227,51.17565,0.548
17.229,51.17565,0.597
17.231,51.17565,0.549
17.233,51.17565,0.547
17.235,51.17565,0.502
17.237,51.17565,0.577
17.239,51.17565,0.547
17.241,51.17565,0.523
17.243,51.17565,0.552
17.245,51.17565,0.548
17.247,51.17565,0.531
17.249,51.17565,0.514
16.851,51.17435,0.572
16.853,51.17435,0.567
16.855,51.17435,0.554
16.857,51.17435,0.606
16.859,51.17435,0.549
16.861,51.17435,0.553
16.863,51.17435,0.579
16.865,51.17435,0.592
16.867,51.17435,0.583
16.869,51.17435,0.607
16.871,51.17435,0.554
16.873,51.17435,0.584
16.875,51.17435,0.574
16.877,51.17435,0.58
16.879,51.17435,0.588
16.881,51.17435,0.574
16.883,51.17435,0.569
16.885,51.17435,0.557
16.887,51.17435,0.526
16.889,51.17435,0.534
16.891,51.17435,0.51
16.893,51.17435,0.528
16.895,51.17435,0.48
16.897,51.17435,0.504
16.899,51.17435,0.508
16.901,51.17435,0.451
16.903,51.17435,0.465
16.905,51.17435,0.49
16.907,51.17435,0.455
16.909,51.17435,0.443
16.911,51.17435,0.45
16.913,51.17435,0.457
16.915,51.17435,0.436
16.917,51.17435,0.45
16.919,51.17435,0.457
16.921,51.17435,0.417
16.923,51.17435,0.485
16.925,51.17435,0.469
16.927,51.17435,0.491
16.929,51.17435,0.464
16.931,51.17435,0.506
16.933,51.17435,0.503
16.935,51.17435,0.525
16.937,51.17435,0.538
16.939,51.17435,0.515
16.941,51.17435,0.575
16.943,51.17435,0.536
16.945,51.17435,0.587
16.947,51.17435,0.577
16.949,51.17435,0.589
16.951,51.17435,0.59
16.953,51.17435,0.58
16.955,51.17435,0.607
16.957,51.17435,0.578
16.959,51.17435,0.576
16.961,51.17435,0.584
16.963,51.17435,0.564
16.965,51.17435,0.552
16.967,51.17435,0.526
16.969,51.17435,0.524
16.971,51.17435,0.505
16.973,51.17435,0.495
16.975,51.17435,0.475
16.977,51.17435,0.514
16.979,51.17435,0.489
16.981,51.17435,0.474
16.983,51.17435,0.477
16.985,51.17435,0.492
16.987,51.17435,0.462
16.989,51.17435,0.489
16.991,51.17435,0.518
16.993,51.17435,0.512
16.995,51.17435,0.502
16.997,51.17435,0.506
16.999,51.17435,0.52
17.001,51.17435,0.512
17.003,51.17435,0.535
17.005,51.17435,0.518
17.007,51.17435,0.511
17.009,51.17435,0.537
17.011,51.17435,0.536
17.013,51.17435,0.535
17.015,51.17435,0.536
17.017,51.17435,0.505
17.019,51.17435,0.516
17.021,51.17435,0.535
17.023,51.17435,0.506
17.025,51.17435,0.488
17.027,51.17435,0.513
17.029,51.17435,0.528
17.031,51.17435,0.503
17.033,51.17435,0.539
17.035,51.17435,0.52
17.037,51.17435,0.503
17.039,51.17435,0.523
17.041,51.17435,0.514
17.043,51.17435,0.479
17.045,51.17435,0.468
17.047,51.17435,0.472
17.049,51.17435,0.457
17.051,51.17435,0.445
17.053,51.17435,0.426
17.055,51.17435,0.416
17.057,51.17435,0.409
17.059,51.17435,0.339
17.061,51.17435,0.388
17.063,51.17435,0.362
17.065,51.17435,0.393
17.067,51.17435,0.446
17.069,51.17435,0.434
17.071,51.17435,0.423
17.073,51.17435,0.443
17.075,51.17435,0.478
17.077,51.17435,0.46
17.079,51.17435,0.486
17.081,51.17435,0.502
17.083,51.17435,0.492
17.085,51.17435,0.484
17.087,51.17435,0.497
17.089,51.17435,0.482
17.091,51.17435,0.514
17.093,51.17435,0.471
17.095,51.17435,0.524
17.097,51.17435,0.525
17.099,51.17435,0.529
17.101,51.17435,0.536
17.103,51.17435,0.529
17.105,51.17435,0.555
17.107,51.17435,0.531
17.109,51.17435,0.573
17.111,51.17435,0.565
17.113,51.17435,0.571
17.115,51.17435,0.566
17.117,51.17435,0.554
17.119,51.17435,0.618
17.121,51.17435,0.547
17.123,51.17435,0.541
17.125,51.17435,0.591
17.127,51.17435,0.544
17.129,51.17435,0.531
17.131,51.17435,0.508
17.133,51.17435,0.507
17.135,51.17435,0.496
17.137,51.17435,-0.037
17.139,51.17435,0.052
17.141,51.17435,0
17.143,51.17435,0.067
17.145,51.17435,0.037
17.147,51.17435,-0.018
17.149,51.17435,-0.023
17.151,51.17435,0.064
17.153,51.17435,0.007
17.155,51.17435,0.016
17.157,51.17435,0.034
17.159,51.17435,0.486
17.161,51.17435,0.469
17.163,51.17435,0.487
17.165,51.17435,0.524
17.167,51.17435,0.471
17.169,51.17435,0.467
17.171,51.17435,0.503
17.173,51.17435,0.472
17.175,51.17435,0.521
17.177,51.17435,0.482
17.179,51.17435,0.481
17.181,51.17435,0.464
17.183,51.17435,0.497
17.185,51.17435,0.529
17.187,51.17435,0.536
17.189,51.17435,0.5
17.191,51.17435,0.554
17.193,51.17435,0.545
17.195,51.17435,0.565
17.197,51.17435,0.608
17.199,51.17435,0.57
17.201,51.17435,0.595
17.203,51.17435,0.553
17.205,51.17435,0.573
17.207,51.17435,0.622
17.209,51.17435,0.625
17.211,51.17435,0.606
17.213,51.17435,0.633
17.215,51.17435,0.635
17.217,51.17435,0.616
17.219,51.17435,0.622
17.221,51.17435,0.627
17.223,51.17435,0.62
17.225,51.17435,0.619
17.227,51.17435,0.6
17.229,51.17435,0.556
17.231,51.17435,0.561
17.233,51.17435,0.568
17.235,51.17435,0.533
17.237,51.17435,0.57
17.239,51.17435,0.55
17.241,51.17435,0.526
17.243,51.17435,0.535
17.245,51.17435,0.539
17.247,51.17435,0.53
17.249,51.17435,0.511
16.851,51.17305,0.564
16.853,51.17305,0.611
16.855,51.17305,0.573
16.857,51.17305,0.545
16.859,51.17305,0.604
16.861,51.17305,0.597
16.863,51.17305,0.566
16.865,51.17305,0.604
16.867,51.17305,0.608
16.869,51.17305,0.637
16.871,51.17305,0.591
16.873,51.17305,0.608
16.875,51.17305,0.576
16.877,51.17305,0.596
16.879,51.17305,0.597
16.881,51.17305,0.537
16.883,51.17305,0.574
16.885,51.17305,0.548
16.887,51.17305,0.572
16.889,51.17305,0.539
16.891,51.17305,0.539
16.893,51.17305,0.499
16.895,51.17305,0.526
16.897,51.17305,0.526
16.899,51.17305,0.514
16.901,51.17305,0.461
16.903,51.17305,0.505
16.905,51.17305,0.452
16.907,51.17305,0.443
16.909,51.17305,0.475
16.911,51.17305,0.438
16.913,51.17305,0.436
16.915,51.17305,0.426
16.917,51.17305,0.442
16.919,51.17305,0.445
16.921,51.17305,0.436
16.923,51.17305,0.446
16.925,51.17305,0.481
16.927,51.17305,0.454
16.929,51.17305,0.484
16.931,51.17305,0.501
16.933,51.17305,0.541
16.935,51.17305,0.526
16.937,51.17305,0.54
16.939,51.17305,0.59
16.941,51.17305,0.574
16.943,51.17305,0.579
16.945,51.17305,0.624
16.947,51.17305,0.567
16.949,51.17305,0.588
16.951,51.17305,0.57
16.953,51.17305,0.574
16.955,51.17305,0.587
16.957,51.17305,0.607
16.959,51.17305,0.592
16.961,51.17305,0.564
16.963,51.17305,0.565
16.965,51.17305,0.582
16.967,51.17305,0.502
16.969,51.17305,0.523
16.971,51.17305,0.522
16.973,51.17305,0.463
16.975,51.17305,0.46
16.977,51.17305,0.469
16.979,51.17305,0.469
16.981,51.17305,0.451
16.983,51.17305,0.482
16.985,51.17305,0.492
16.987,51.17305,0.502
16.989,51.17305,0.462
16.991,51.17305,0.475
16.993,51.17305,0.492
16.995,51.17305,0.493
16.997,51.17305,0.543
16.999,51.17305,0.495
17.001,51.17305,0.534
17.003,51.17305,0.532
17.005,51.17305,0.552
17.007,51.17305,0.518
17.009,51.17305,0.534
17.011,51.17305,0.489
17.013,51.17305,0.542
17.015,51.17305,0.515
17.017,51.17305,0.513
17.019,51.17305,0.486
17.021,51.17305,0.527
17.023,51.17305,0.509
17.025,51.17305,0.54
17.027,51.17305,0.517
17.029,51.17305,0.486
17.031,51.17305,0.469
17.033,51.17305,0.501
17.035,51.17305,0.475
17.037,51.17305,0.513
