"district","school","county","grades","students","teachers","calworks","lunch","computer","expenditure","income","english","read","math"
"67553","Southside Elementary","San Benito","KK-08",157,9.25,1.8987,10.1266,19,4884.8623,13.63,9.5541,654.2,655.5
"68189","Lakeside Union Elementary","San Diego","KK-08",4928,229.2,8.542,25.8885,618,5139.9375,14.623,5.9253,653.5,656.2
"71423","Nuestro Elementary","Sutter","KK-08",103,5,5.8252,23.301,13,5249.3647,8.776,0.9709,662.2,647.6
"61994","Alvina Elementary","Fresno","KK-08",175,10.3,14.8571,70.2857,17,5399.0703,10.338,18.2857,650,660.1
"61762","Oakley Union Elementary","Contra Costa","KK-08",4153,199.86,7.5269,23.4409,241,4965.29,16.323,4.9843,657.4,652.7
"70268","Etna Union Elementary","Siskiyou","KK-06",280,18.05,8.6957,56.5217,67,6210.3232,10.6563,4.2857,660.4,649.7
"68544","Jefferson Elementary","San Joaquin","KK-08",865,43.5,3.0842,12.5741,96,4797.5034,14.578,3.3526,660.8,649.6
"69377","Berryessa Union Elementary","Santa Clara","KK-08",8735,408.2,7.4966,21.3434,1120,5397.1616,18.6306,32.7075,655.4,655.2
"63958","Kit Carson Union Elementary","Kings","KK-08",412,20.1,8.7379,60.9223,72,5078.5,11.116,9.466,653,657.7
"71290","Sylvan Union Elementary","Stanislaus","KK-08",6373,329.12,12.6785,36.89,624,4733.7466,14.5977,6.2608,657.6,653.1
"68635","Oak View Union Elementary","San Joaquin","KK-08",332,18.8,9.0361,34.0361,73,4963.0601,15.493,13.253,653.2,657.6
"66787","Auburn Union Elementary","Placer","KK-08",2903,138.12,11.1264,34.4471,192,5431.1772,16.272,3.1691,662,649.1
"67504","North County Joint Union Elementary","San Benito","KK-08",565,29.65,6.7257,36.6372,60,5382.0889,13.63,16.9911,651.6,659.8
"61945","Pioneer Union Elementary","El Dorado","KK-08",586,26,7.5085,37.884,78,5724.4419,12.394,0.8532,662,649.6
"67645","Central Elementary","San Bernardino","KK-08",5068,240.1,7.0639,34.2344,626,4843.4272,15.331,6.6496,655.9,655.8
"70094","Pacheco Union Elementary","Shasta","KK-08",859,42.84,16.4144,40.163,118,5730.3491,12.666,0.1164,654.1,658.7
"66316","Chicago Park Elementary","Nevada","KK-08",145,10.21,8.2759,20,20,5635.7861,13.712,0,657.8,655.2
"68874","Brisbane Elementary","San Mateo","KK-08",649,35.125,3.8521,19.5686,155,5671.6572,17.7803,6.9337,658.7,654.4
"63883","Central Union Elementary","Kings","KK-08",1789,96,2.9625,56.0089,435,7070.6333,10.5567,9.5584,655.4,657.9
"70011","Happy Valley Union Elementary","Shasta","KK-08",775,37,24.9032,61.4194,50,5097.3433,10.523,0.9032,661.5,651.9
"61572","Mark Twain Union Elementary","Calaveras","KK-08",777,36.85,12.9887,39.8487,148,5482.6772,13.243,1.1583,663.4,650.2
"65458","San Rafael City Elementary","Marin","KK-08",3518,188.2,9.7708,49.4269,419,5642.832,22.473,40.108,656.7,656.9
"67991","Cajon Valley Union Elementary","San Diego","KK-08",19294,924.57,18.9319,50.9708,2401,5280.0234,15.6847,16.6632,657.6,656.4
"69393","Campbell Union Elementary","Santa Clara","KK-08",7661,386.42,7.8058,32.1368,1158,5433.3398,23.4837,21.9554,657.3,656.7
"71365","Browns Elementary","Sutter","KK-08",158,8,6.3291,25.3165,34,4529.2837,11.649,8.8608,661,653.3
"66324","Clear Creek Elementary","Nevada","KK-08",117,6,8.4034,36.1345,42,6039.9858,16.356,0.8547,664.9,649.9
"63057","Trinidad Union Elementary","Humboldt","KK-08",160,8.7,16.092,36.7816,37,6168.2295,14.074,0,672.8,642.2
"70722","Guerneville Elementary","Sonoma","KK-08",511,27.2,27.4854,51.8519,30,5774.9702,13.437,3.9139,664.2,650.9
"69013","San Bruno Park Elementary","San Mateo","KK-08",2770,140.11,3.6101,25.5596,296,4806.7617,18.338,11.9495,659.7,655.6
"71472","Antelope Elementary","Tehama","KK-08",551,28.5,15.2344,51.5625,46,4840.936,11.426,3.9927,660.2,655.3
"66472","Centralia Elementary","Orange","KK-06",5205,242.5,8.3189,37.2911,474,4954.4663,15.7499,22.9395,655.1,660.5
"67702","Etiwanda Elementary","San Bernardino","KK-08",6437,278.84,2.5167,17.1508,622,4023.5317,15.779,2.4856,658.5,657.3
"65169","Wiseburn Elementary","Los Angeles","KK-08",1712,81.28,5.3738,32.6519,122,5179.4111,14.062,9.8715,657,659
"63024","Scotia Union Elementary","Humboldt","KK-08",370,19.8,6.5041,36.3144,56,4385.2295,12.174,0.5405,664,652.7
"67785","Mountain View Elementary","San Bernardino","KK-08",3182,153.2,3.5305,26.9433,328,4777.5127,12.9,8.9566,654.7,662.5
"68791","Pleasant Valley Joint Union Elementary","San Luis Obispo","KK-06",139,7.2,0.7194,29.4964,32,4862.7905,10.971,6.4748,661.3,656.3
"69625","Oak Grove Elementary","Santa Clara","KK-08",11855,588.84,9.0158,32.7655,1507,5486.0298,17.4352,20.7254,654.9,663.2
"61960","Pollock Pines Elementary","El Dorado","KK-08",1068,51.67,12.8277,36.7978,129,5486.3823,14.76,0.1873,662.1,656.2
"64345","Castaic Union Elementary","Los Angeles","KK-08",2295,103,4.0395,31.3709,224,4631.2437,14.603,13.9869,658.3,660.4
"63255","Bishop Union Elementary","Inyo","KK-08",1510,73.3,10.2598,37.1086,141,5189.6279,13.5223,8.7417,662.8,656
"69138","Buellton Union Elementary","Santa Barbara","KK-08",579,27.8,1.5,31.5,60,4600.6064,16.669,20.0345,660,658.8
"75135","Chawanakee Jt. Elementary","Madera","KK-08",1012,52.64,10.4847,33.6301,140,6735.7754,13.5223,1.3834,660.8,658.8
"70508","Yreka Union Elementary","Siskiyou","KK-08",1212,68.65,18.2972,47.1247,107,5475.1729,12.518,2.0627,660.4,659.4
"70599","Alexander Valley Union Elementary","Sonoma","KK-06",119,7,4,33.6,23,5990.7944,18.326,28.5714,661.7,658.4
"66415","Twin Ridges Elementary","Nevada","KK-08",590,35.7625,7.7966,30.678,78,7203.2466,11.466,0.1695,673.1,647.1
"72173","Sundale Union Elementary","Tulare","KK-08",546,27.6,13.9194,54.7619,60,4777.769,10.098,13.7363,659.8,660.6
"72207","Three Rivers Union Elementary","Tulare","KK-08",248,11.12,7.4627,21.2687,51,4302.835,15.365,0,667.8,652.8
"72348","Columbia Union Elementary","Tuolumne","KK-08",461,26,14.4708,48.8121,150,5630.1948,10.3113,0.2169,666.9,654.6
"65102","Westside Union Elementary","Los Angeles","KK-08",6312,308.68,9.8379,22.693,496,4708.625,16.9866,3.121,662.1,659.8
"65649","Ballico-Cressey Elementary","Merced","KK-08",285,13.99,7.2414,66.2069,62,5629.9614,9.612,47.3684,661.1,661.6
"68973","Millbrae Elementary","San Mateo","KK-08",2325,115.3,2.8817,15.6559,302,4890.9868,21.1105,22.7097,662,660.9
"69435","Evergreen Elementary","Santa Clara","KK-08",11885,549.84,10.1977,30.4417,1790,4929.3931,16.4733,29.1207,659.1,664.1
"70730","Harmony Union Elementary","Sonoma","KK-08",564,27.43,6.8966,21.3793,46,4905.2212,18.369,4.4326,672.4,650.8
"63362","Panama Buena Vista Union Elementary","Kern","KK-08",12380,620.38,12.2952,31.0189,1671,5156.8569,16.6541,4.8142,660.1,663.6
"68932","Laguna Salada Union Elementary","San Mateo","KK-08",3772,178.06,3.372,18.3878,529,4941.7876,18.5442,5.2492,665.4,658.3
"72371","Sonora Elementary","Tuolumne","KK-08",895,47.58,17.5532,42.4468,70,5408.7817,14.18,1.8994,662.7,661
"66910","Roseville City Elementary","Placer","KK-08",5714,277.67,10.5343,30.0691,489,4981.3877,18.0296,8.6629,664.3,659.5
"71084","Gratton Elementary","Stanislaus","KK-08",105,5.73,0,0,16,4877.0864,13.586,10.4762,662.5,661.3
"64196","Susanville Elementary","Lassen","KK-08",1449,76.99,16.5279,42.6009,125,5111.7393,12.64,1.2422,660.4,663.5
"69872","Bella Vista Elementary","Shasta","KK-08",510,24.5,20.3922,45.8824,95,5201.5156,11.103,0,663.1,661.7
"71852","Columbine Elementary","Tulare","KK-08",160,8,11.25,56.875,39,4138.3057,7.5,9.375,651.4,673.4
"64626","Hughes-Elizabeth Lakes Union Elementary","Los Angeles","KK-08",433,22,9.3361,25.1037,50,5743.5972,15.506,1.3857,665.4,659.5
"69591","Mountain View Elementary","Santa Clara","KK-08",3186,164.31,5.4539,44.3907,411,5702.7051,22.8414,35.3421,663.5,661.5
"65045","Sulphur Springs Union Elementary","Los Angeles","KK-06",5010,239.4,5.2989,27.3545,576,4802.1528,19.8231,9.6407,661.7,663.4
"70680","Forestville Union Elementary","Sonoma","KK-08",717,35.95,8.8889,24.7222,100,5442.1431,16.347,2.2315,669.4,655.7
"63750","Rosedale Union Elementary","Kern","KK-08",3548,170.65,3.26,14.8509,335,4522.3755,16.293,0.3664,658.3,667
"69948","Columbia Elementary","Shasta","KK-08",868,45.2,16.5899,29.8387,78,4965.8081,13.248,0.576,662.4,663
"66795","Colfax Elementary","Placer","KK-08",507,26.65,13.2039,37.0874,60,5358.3262,14.01,0,667.1,658.4
"70425","Mt. Shasta Union Elementary","Siskiyou","KK-08",822,46.65,8.0738,25.6055,105,5784.625,14.163,0.8516,668.3,657.5
"70870","Piner-Olivet Union Elementary","Sonoma","KK-06",1792,88.55,3.125,20.9263,143,5072.7046,15.771,5.5246,667.4,659.3
"65185","Bass Lake Joint Elementary","Madera","KK-08",1202,62.3,12.0769,35.8462,190,5556.041,14.4833,0,664.3,662.6
"62745","Cutten Elementary","Humboldt","KK-06",515,27.35,16.1165,26.2136,58,5190.3101,14.209,0,660.2,666.8
"61952","Placerville Union Elementary","El Dorado","KK-08",1354,66.57,12.0384,36.4845,263,5211.4854,15.167,2.4372,666.4,661.3
"71035","Wright Elementary","Sonoma","KK-06",1252,65.11,9.4512,43.2165,113,5284.1641,12.5843,20.7668,659.4,668.3
"71522","Evergreen Union Elementary","Tehama","KK-08",823,46,13.8518,55.2855,127,5331.9209,10.551,2.1871,657.7,670.1
"70847","Old Adobe Union Elementary","Sonoma","KK-06",2231,114.3,2.9161,13.3692,258,5599.6079,16.956,13.6262,666.2,661.8
"71019","Wilmar Union Elementary","Sonoma","KK-06",271,14.2,4.4674,25.4296,81,4881.8994,17.709,13.2841,668.7,659.3
"66761","Ackerman Elementary","Placer","KK-08",309,15.5,4.2071,32.6861,85,4700.4321,16.272,1.9417,671.3,657
"69815","Santa Cruz City Elementary","Santa Cruz","KK-06",3005,159.22,8.619,33.8103,308,5650,17.9008,23.0616,666.7,661.6
"62679","Arcata Elementary","Humboldt","KK-08",966,47.96,20.9581,47.3054,114,5318.2407,11.834,0.6211,674,654.6
"67595","Alta Loma Elementary","San Bernardino","KK-08",7710,327.3,4.4722,15.9299,814,4709.0542,18.6202,3.2555,663.4,665.4
"66837","Foresthill Union Elementary","Placer","KK-08",762,35.5,10.8108,30.3732,54,5143.1904,12.431,0,663.1,665.8
"61929","Mother Lode Union Elementary","El Dorado","KK-08",1708,89,8.4895,29.0398,206,5133.0098,15.167,2.2248,665.5,663.9
"66613","Ocean View Elementary","Orange","KK-08",9850,489.3,3.335,30.6437,1113,5081.4556,20.8757,18.5584,663.7,665.8
"62596","Lake Elementary","Glenn","KK-08",129,5,9.3023,50.3876,10,4016.4163,10.639,6.2016,667.6,662.3
"69039","San Mateo-Foster City Elementary","San Mateo","KK-08",10619,565.51,2.5384,28.3766,1150,5374.0503,25.0296,18.4575,665.9,664
"69195","Goleta Union Elementary","Santa Barbara","KK-06",4521,236.58,3.7052,31.0828,494,5427.5488,16.7578,32.0726,666.8,663.4
"67736","Helendale Elementary","San Bernardino","KK-08",580,29.44,11.8966,30.1724,114,5179.6445,15.297,3.9655,656.2,674.2
"70854","Petaluma City Elementary","Sonoma","KK-06",2569,138,5.4864,24.7471,326,5400,17.3694,15.3367,669.8,660.9
"69690","Sunnyvale Elementary","Santa Clara","KK-08",6022,286.8,6.395,36.0007,756,5726.1465,22.096,27.6652,663.9,667.4
"69179","College Elementary","Santa Barbara","KK-08",670,33.5,0.4161,13.8696,47,5003.8701,22.842,12.5373,670.3,661.5
"68197","La Mesa-Spring Valley","San Diego","KK-08",14708,700.94,13.5301,45.7234,1962,4969.5112,18.3199,12.6802,664.5,667.4
"66530","Huntington Beach City Elementary","Orange","KK-08",6601,305,1.1968,15.0886,706,4747.2959,25.03,6.908,668,664
"69336","Solvang Elementary","Santa Barbara","KK-08",675,33.7,0,31.8519,87,4543.3052,21.957,14.963,668.7,663.4
"69849","Soquel Elementary","Santa Cruz","KK-08",2458,124.07,6.0187,24.6035,193,5229.5913,18.7968,11.2693,666.9,665.3
"62554","Capay Joint Union Elementary","Glenn","KK-08",144,8,4.1667,44.4444,14,4507.353,10.639,9.7222,671.9,660.4
"70714","Gravenstein Union Elementary","Sonoma","KK-08",573,29.6,6.993,15.2098,48,5302.6279,17.508,3.3159,671,661.3
"66381","Pleasant Valley Elementary","Nevada","KK-08",721,35.73,1.8494,18.4941,82,5545.6104,18.593,0.6935,668.8,664.1
"63990","Pioneer Union Elementary","Kings","KK-08",992,46.97,3.7298,22.8831,160,4615.9087,11.116,5.1411,671.2,661.9
"68361","Santee Elementary","San Diego","KK-08",8432,360.5,6.3923,22.9839,0,5397.6895,14.0977,4.9692,663.7,669.5
"64113","Johnstonville Elementary","Lassen","KK-08",244,11,15.5738,40.1639,15,5118.373,12.64,6.9672,672.1,661.2
"72553","Pleasant Valley Elementary","Ventura","KK-08",7116,356.82,2.599,13.2762,785,5008.0708,20.9364,7.9961,667.5,665.8
"72355","Curtis Creek Elementary","Tuolumne","KK-08",830,46.66,10.4119,32.6087,95,4906.0303,14.18,0.4819,662.1,671.3
"70300","Fort Jones Union Elementary","Siskiyou","KK-06",160,10.88,13.3758,53.5032,38,6870.3462,11.826,2.5,666.9,666.8
"70805","Mark West Union Elementary","Sonoma","KK-06",1588,83.4,6.7985,20.581,220,5301.7163,18.671,3.8413,671.3,662.4
"67967","Alpine Union Elementary","San Diego","KK-08",2272,108.75,4.0493,16.0651,307,5182.3657,17.332,1.3204,667.7,666.6
"70938","Sebastopol Union Elementary","Sonoma","KK-08",1425,71.83,5.0926,19.8302,65,4999.4688,17.508,4.9123,669.8,664.6
"62828","Freshwater Elementary","Humboldt","KK-06",245,12.55,8.9796,13.0612,30,6732.0664,15.572,0,672.2,662.7
"63693","Norris Elementary","Kern","KK-08",1349,65.2125,2.0015,8.6731,259,4612.9897,15.5673,0.2224,667,667.9
"72132","Springville Union Elementary","Tulare","KK-08",400,22,13.8009,29.8643,65,5478.8457,15.752,0,669.2,666
"69575","Moreland Elementary","Santa Clara","KK-08",4632,245.18,7.037,23.642,637,5666.7139,20.47,17.8541,669.4,666.6
"63610","Maple Elementary","Kern","KK-08",224,9,5.3571,35.2679,15,4742.5142,9.709,4.4643,660.5,675.7
"63941","Kings River-Hardwick Union Elementary","Kings","KK-08",576,31,3.9931,28.125,92,4907.3926,11.116,9.5486,665.8,671
"68163","Julian Union Elementary","San Diego","KK-08",451,25,8.6475,11.7517,75,5700.4023,16.321,3.9911,672.7,664.5
"68007","Cardiff Elementary","San Diego","KK-06",900,50.75,2.1018,24.3363,145,5191.8345,21.967,20.6667,668.8,668.5
"72108","Saucelito Elementary","Tulare","KK-08",118,5.5,8.3333,51.6667,10,4451.2568,8.934,7.6271,668.5,669.1
"67975","Bonsall Union Elementary","San Diego","KK-08",1457,73.13,5.9823,42.964,0,5627.5278,19.997,27.4537,666.2,671.6
"66480","Cypress Elementary","Orange","KK-06",4734,232.75,2.6078,19.3725,586,4922.9399,18.8272,10.8576,665.5,672.4
"64766","Lowell Joint Elementary","Los Angeles","KK-08",3303,146.5,4.6624,16.9543,379,4969.3809,18.1187,5.0257,666.1,672.1
"64832","Newhall Elementary","Los Angeles","KK-06",6055,286.92,5.6134,30.0851,540,4829.7173,23.6674,14.2362,668.9,669.7
"65359","Lagunitas Elementary","Marin","KK-08",424,23.3,3.5377,15.3302,39,6716.6929,22.139,0.2358,680.9,657.7
"69385","Cambrian Elementary","Santa Clara","KK-08",2801,139.3,5.0339,23.0989,615,5205.9419,20.546,2.0707,673.3,665.4
"71654","Richfield Elementary","Tehama","KK-08",187,9.76,17.5532,44.6809,37,4357.8262,9.485,8.5561,664.6,674.1
"62794","Fieldbrook Elementary","Humboldt","KK-08",129,6.6,13.9535,27.1318,17,5195.9189,11.834,0,670.1,669.5
"68049","Dehesa Elementary","San Diego","KK-06",188,9,6.383,36.7021,41,6002.0718,18.799,4.7872,673.2,666.5
"69955","Cottonwood Union Elementary","Shasta","KK-08",1212,65.9,22.1947,46.1221,116,5090.5879,10.551,3.9604,669.2,670.7
"63479","Fruitvale Elementary","Kern","KK-08",2596,135.35,3.0046,19.53,249,5112.3901,15.519,1.5794,669.2,670.8
"69708","Union Elementary","Santa Clara","KK-08",4925,253.896,3.8211,12.1748,753,5287.355,21.6317,3.5939,672.8,668.6
"66498","Fountain Valley Elementary","Orange","KK-08",6257,288.63,2.1635,15.5128,930,4889.48,21.0958,8.7262,671.2,671.3
"61879","Gold Oak Union Elementary","El Dorado","KK-08",868,45,4.7235,19.0092,122,5118.1304,15.167,0,674.6,668
"61838","Buckeye Union Elementary","El Dorado","KK-08",3787,186.1,3.248,8.3443,934,5119.123,19.117,0.2641,674.9,668.3
"75085","Rocklin Unified","Placer","KK-08",6423,306.38,2.9299,14.266,855,4792.2114,17.62,1.4479,671.4,671.8
"61887","Gold Trail Union Elementary","El Dorado","KK-08",678,34.84,2.5074,15.9292,47,5450.1035,15.167,0.1475,677.6,665.7
"62885","Hydesville Elementary","Humboldt","KK-08",162,8.4,16.9591,33.9181,23,5210.7246,10.643,0,679.8,663.6
"64998","Saugus Union Elementary","Los Angeles","KK-06",8529,407.7,2.1925,11.7013,834,4715.4458,20.7391,3.705,668.9,674.6
"66845","Loomis Union Elementary","Placer","KK-08",1862,89.09,2.8297,21.0892,231,4632.0684,21.566,0.2685,673.1,670.7
"66886","Placer Hills Union Elementary","Placer","KK-08",1452,70.5,2.426,10.4142,183,5028.5615,17.656,0,679.6,664.2
"70672","Dunham Elementary","Sonoma","KK-06",155,8,0.6452,12.2581,32,5695.4668,17.709,4.5161,672.3,671.6
"69021","San Carlos Elementary","San Mateo","KK-08",2536,127.11,2.0328,2.0328,343,4504.2949,27.816,2.4448,676.1,668
"66399","Ready Springs Union Elementary","Nevada","KK-08",567,30.08,4.8951,29.021,103,5156.437,18.593,0,673.9,670.2
"65219","Coarsegold Union Elementary","Madera","KK-08",953,52.6,7.9876,33.9212,135,5433.5142,14.263,0,668.1,676.5
"68726","Cayucos Elementary","San Luis Obispo","KK-08",296,15.43,5.5921,25.9868,42,5254.6318,22.758,5.4054,674.6,670.1
"64170","Richmond Elementary","Lassen","KK-08",198,9,2.451,12.7451,24,4593.1968,12.64,0,672.7,672.2
"62109","Clay Joint Elementary","Fresno","KK-08",218,10.1,2.2422,25.1121,49,4320.6787,11.238,6.422,669.4,675.7
"70995","Waugh Elementary","Sonoma","KK-06",734,36,2.0243,12.8205,117,4920.7773,16.956,6.5395,676.1,669.3
"70979","Two Rock Union Elementary","Sonoma","KK-06",189,11.6,2.0725,32.1244,50,6905.8691,17.709,14.2857,679.1,667
"68866","Belmont-Redwood Shores Elementary","San Mateo","KK-08",2528,138.31,1.3421,2.4456,482,5729.9043,25.622,3.6788,675,671.5
"61978","Rescue Union Elementary","El Dorado","KK-08",2987,154.17,2.0422,11.1818,290,4825.2021,18.726,0.5022,676.1,670.5
"66779","Alta-Dutch Flat Union Elementary","Placer","KK-08",208,11,9.3897,32.8638,21,5388.1704,13.443,0,680.5,666.6
"68353","San Pasqual Union Elementary","San Diego","KK-08",379,23.1,2.9024,22.1636,29,5133.8271,15.18,22.6913,670.5,676.6
"61911","Latrobe Elementary","El Dorado","KK-08",145,9.3,6.2069,0,27,5346.1562,19.117,0,670.5,677.3
"66407","Union Hill Elementary","Nevada","KK-08",706,37.74,2.5937,23.0548,103,4789.3091,13.712,0.1416,676,672.5
"70961","Twin Hills Union Elementary","Sonoma","KK-08",878,47.9,1.375,15.75,105,5329.7822,17.508,2.7335,681,669.8
"62976","Pacific Union Elementary","Humboldt","KK-08",594,33.18,12.2689,25.3782,75,5371.1729,11.834,1.6835,683,668.4
"71696","Douglas City Elementary","Trinity","KK-08",139,7.35,20.8633,66.9065,40,5771.3838,13.273,0,680.1,672.2
"66373","Pleasant Ridge Union Elementary","Nevada","KK-08",2089,102.78,2.5185,14.037,318,4993.6348,16.356,0.1436,673.8,679.3
"66852","Newcastle Elementary","Placer","KK-08",326,16.28,4.2945,11.0429,42,4854.0381,18.626,0,673.3,679.9
"72470","Mesa Union Elementary","Ventura","KK-08",516,21.5,0.969,27.7132,50,4392.6797,23.733,11.0465,680.5,673.2
"71787","Weaverville Elementary","Trinity","KK-08",449,25.5,12.7273,48.4848,50,5884.4321,12.934,0,672.8,681.1
"70078","North Cow Creek Elementary","Shasta","KK-08",297,15.35,2.3569,4.0404,70,4273.9932,13.906,0,679,675.5
"66340","Nevada City Elementary","Nevada","KK-08",1579,80.24,5.5556,21.7803,165,5146.7842,15.428,0.0633,678.5,677.4
"62893","Jacoby Creek Elementary","Humboldt","KK-08",383,20.45,6.0052,10.1828,49,5351.5229,15.381,0,682.9,673.2
"70698","Fort Ross Elementary","Sonoma","KK-08",81,5.1,3.6145,0,14,7667.5718,22.529,0,685.3,671.5
"68080","Encinitas Union Elementary","San Diego","KK-06",5259,262.23,2.3959,19.0911,701,5281.709,23.8061,15.0599,679,678.6
"65318","Dixie Elementary","Marin","KK-08",1960,108.96,1.9417,3.7302,223,5368.5029,24.603,1.4796,684.1,674.7
"69492","Lakeside Joint Elementary","Santa Clara","KK-06",151,8.9,2.649,8.6093,31,6429.2573,36.174,2.649,676.8,682.2
"64600","Hermosa Beach City Elementary","Los Angeles","KK-08",946,49.17,2.1784,6.5353,310,5387.459,33.455,1.4799,683.1,676.2
"70896","Rincon Valley Union Elementary","Sonoma","KK-06",2707,141.02,5.1396,19.2308,300,5235.7749,20.4802,4.4699,678.7,680.8
"66233","Washington Union Elementary","Monterey","KK-08",919,46.89,1.0493,0,141,4829.8965,20.134,0.3264,680.2,679.4
"70623","Bennett Valley Union Elementary","Sonoma","KK-06",945,46,4.2399,10.6515,216,5088.708,19.3465,2.5397,685.7,674.4
"69500","Loma Prieta Joint Union Elemen","Santa Clara","KK-08",738,39.702,0,0.6775,220,5390.1182,36.174,0.542,684.2,676.7
"70789","Kenwood Elementary","Sonoma","KK-06",164,10.51,2.3529,12.9412,35,6588.4307,22.8633,11.5854,682.8,679.8
"70797","Liberty Elementary","Sonoma","KK-06",167,10.92,0.5208,11.4583,29,6196.6948,17.709,11.3772,680.8,681.8
"71142","Knights Ferry Elementary","Stanislaus","KK-08",125,7.08,4,14.4,25,4645.4131,14.177,0,688.5,674.7
"65334","Kentfield Elementary","Marin","KK-08",1091,62.06,0.5367,0.5367,113,6489.9287,41.093,1.3749,689.8,674
"69104","Ballard Elementary","Santa Barbara","KK-06",134,6,0.7463,3.7313,27,5094.959,21.957,2.2388,681.8,682.5
"70839","Oak Grove Union Elementary","Sonoma","KK-08",600,32,2.6941,29.3185,55,4841.9585,16.064,5.3333,680,684.9
"75002","Ross Valley Elementary","Marin","KK-08",1803,99.6,1.9242,3.622,283,6315.3125,25.737,2.7732,685.6,679.5
"69773","Mountain Elementary","Santa Cruz","KK-06",158,7.8,13.75,16.25,15,5399.3833,20.474,0,687.3,678
"68882","Burlingame Elementary","San Mateo","KK-08",2392,127.22,1.4214,6.2709,439,5429.4736,35.81,17.7258,682.4,684.3
"70003","Grant Elementary","Shasta","KK-08",526,28.02,3.9924,11.4068,33,5644.2861,13.567,0,684.5,682.3
"69757","Happy Valley Elementary","Santa Cruz","KK-06",141,6.91,10.0719,9.3525,44,6060.2568,20.089,0,680.4,688.2
"69732","Bonny Doon Union Elementary","Santa Cruz","KK-06",235,12.6,4.661,5.9322,30,5319.5537,18.283,0.4255,688.5,680.2
"61812","Walnut Creek Elementary","Contra Costa","KK-08",3280,158.4,2.7523,7.8593,406,4819.9038,25.2397,6.0671,682.2,687.4
"69211","Hope Elementary","Santa Barbara","KK-06",1254,57,1.5823,12.5,0,5208.2261,25.063,10.1276,686.2,683.7
"65367","Larkspur Elementary","Marin","KK-08",948,53.56,1.7932,1.8987,155,5859.9648,30.6285,3.3755,692.2,679.9
"69419","Cupertino Union Elementary","Santa Clara","KK-08",15228,708.83,1.7154,4.6909,2232,4962.7368,27.4752,8.6485,683.1,690.3
"69781","Pacific Elementary","Santa Cruz","KK-06",81,4.85,13.253,20.4819,21,7614.3794,30.84,12.3457,693.8,681.3
"69526","Los Gatos Union Elementary","Santa Clara","KK-08",2768,141.4,0.4481,2.7921,540,5566.4678,34.1595,1.5896,691.6,686.6
"69252","Montecito Union Elementary","Santa Barbara","KK-06",535,31,0.08,0.72,84,7039.9492,43.23,1.4953,693.5,688.6
"68387","Solana Beach Elementary","San Diego","KK-06",2542,146.3,0.8261,9.6774,404,6604.064,27.9478,10.3855,687.7,695
"68965","Menlo Park City Elementary","San Mateo","KK-08",1940,111.82,0.4124,3.9175,265,6180.1489,49.939,6.134,693.7,690.1
"65425","Reed Union Elementary","Marin","KK-08",1059,65.12,0.8499,1.4164,272,6460.6572,55.328,2.2663,695.9,692
"65391","Mill Valley Elementary","Marin","KK-08",2340,132.2,1.5812,2.4359,403,6415.355,35.481,2.4786,693.6,694.9
"61713","Lafayette Elementary","Contra Costa","KK-08",3469,172.34,0,0.1734,496,5230.877,34.301,0.8936,697.9,691.7
"68056","Del Mar Union Elementary","San Diego","KK-06",2106,115.3,1.7094,2.6116,300,5838.1719,38.6286,2.4217,695.1,695.3
"69088","Woodside Elementary","San Mateo","KK-08",478,32.87,0,0,112,7711.5068,35.342,3.7657,701.3,689.3
"61747","Moraga Elementary","Contra Costa","KK-08",1885,98.42,0.0506,0.3033,241,5592.7651,31.052,1.9629,697.4,695.7
"61770","Orinda Union Elementary","Contra Costa","KK-08",2422,139.47,0,0.1239,466,5933.1543,40.264,0.578,699.1,697.3
"68908","Hillsborough City Elementary","San Mateo","KK-08",1318,87.06,0.1517,0,412,7593.4058,35.81,2.8073,695.4,701.1
"69161","Cold Spring Elementary","Santa Barbara","KK-06",220,12.33,0.4545,0,22,6500.4497,43.23,1.3636,693.3,703.6
"68981","Portola Valley Elementary","San Mateo","KK-08",687,44.59,0.3049,0,209,7217.2632,50.677,1.1645,698.3,699.9
"69682","Saratoga Union Elementary","Santa Clara","KK-08",2341,124.09,0.1709,0.598,286,5392.6387,40.402,2.0504,698.9,701.7
"68957","Las Lomitas Elementary","San Mateo","KK-08",984,59.73,0.1016,3.5569,195,7290.3389,28.717,5.9959,700.9,707.7
"69518","Los Altos Elementary","Santa Clara","KK-08",3724,208.48,1.0741,1.5038,721,5741.4629,41.7341,4.7261,704,709.5
"72611","Somis Union Elementary","Ventura","KK-08",441,20.15,3.5635,37.1938,45,4402.8315,23.733,24.263,648.3,641.7
"72744","Plumas Elementary","Yuba","KK-08",101,5,11.8812,59.4059,14,4776.3364,9.952,2.9703,667.9,676.5
"72751","Wheatland Elementary","Yuba","KK-08",1778,93.4,6.9235,47.5712,313,5993.3926,12.502,5.0056,660.5,651
